Date,Operator,A/C Type,Location,Crew on board,Crew fatalities,PAX on board,PAX fatalities,Total on board,Total fatalities,Flight Type,Flight Phase,Continent,Year,Probable Causes
11-Jan-80,Nichols Construction,Cessna 441 Conquest,"Atlantic Ocean, All World",1,1,1,1,2,2,Private,Flight,North America,1980,Technical Factors
19-May-80,Northeast Jet,Learjet 25,"Gulf of Mexico, All World",2,2,0,0,2,2,Positioning,Flight,North America,1980,Technical Factors
2-Jul-80,ROYAL THAI NAVY,Douglas C-47 Skytrain (DC-3),"Gulf of Thailand, All World",2,0,19,2,21,2,Training,Flight,Asia,1980,Unknown Reasons
3-Oct-80,Kurfiss Aviation,Douglas C-47 Skytrain (DC-3),"Mediterranean Sea, All World",2,2,0,0,2,2,Ferry,Flight,Europe,1980,Disappeared Without Trace
15-Dec-80,TsKB po SPK,Alekseev KM,"Caspian Sea, All World",0,0,0,0,0,0,Test,Takeoff,Asia,1980,Human Errors
15-Jan-81,Marineluchtvaartdienst,Breguet Bre.1150 Atlantic,"Atlantic Ocean, All World",4,0,8,3,12,3,Survey / Patrol / Reconnaissance,Flight,Europe,1981,Poor Weather
19-Jan-81,KENTING,Cessna 402,"Atlantic Ocean, All World",2,2,0,0,2,2,Ferry,Flight,Unknown,1981,Unknown Reasons
23-Jan-81,Private Prive,Rockwell Aero Commander 560 ,"Gulf of Mexico, All World",1,0,1,0,2,0,Test,Flight,North America,1981,Human Errors
21-Apr-81,Hemet Exploration,Douglas C-53 Skytrooper (DC-3),"Mediterranean Sea, All World",2,2,2,2,4,4,Ferry,Flight,Europe,1981,Unknown Reasons
9-May-82,Panarctic Oils ltd,De Havilland DHC-6 Twin Otter,"Arctic, All World",2,0,7,0,9,0,Charter / Taxi,Landing,Antartica,1982,Poor Weather
12-Aug-82,REPUBLIC OF KOREA NAVY,Grumman S-2 Tracker,"Japan Sea, All World",4,4,0,0,4,4,Training,Flight,Asia,1982,Unknown Reasons
16-Oct-82,FUERZA AEREA COLOMBIANA,Lockheed C-130 Hercules,"Atlantic Ocean, All World",4,2,9,3,13,5,Military,Flight,North America,1982,Technical Factors
20-Oct-82,Carib Air Service,Piper PA-31-310 Navajo,"Caribbean Sea, All World",1,1,7,7,8,8,Charter / Taxi,Flight,North America,1982,Poor Weather
9-Dec-82,Brent's International,Piper PA-31-350 Navajo Chieftain ,"Pacific Ocean, All World",2,2,0,0,2,2,Ferry,Flight,North America,1982,Technical Factors
9-Mar-83,AERO COACH,Cessna 402,"Atlantic Ocean, All World",1,0,2,0,3,0,Scheduled Revenue Flight,Flight,North America,1983,Technical Factors
18-May-83,AIR TRAFFIC,Learjet 25,"Atlantic Ocean, All World",2,2,1,1,3,3,Training,Flight,Europe,1983,Technical Factors
24-Nov-83,United States NAVY,Grumman C-1A Trader,"Mediterranean Sea, All World",3,3,0,0,3,3,Military,Flight,Europe,1983,Crashing The Other Objects
24-Nov-83,United States NAVY,Grumman C-1A Trader,"Mediterranean Sea, All World",4,4,0,0,4,4,Military,Flight,Europe,1983,Crashing The Other Objects
27-Feb-84,JMSDF,Shin Meiwa PS-1,"Japan Sea, All World",12,12,0,0,12,12,Military,Flight,Asia,1984,Unknown Reasons
23-Oct-84,NEWCAL AVIATION,De Havilland DHC-4 Caribou ,"Atlantic Ocean, All World",2,1,0,0,2,1,Ferry,Flight,North America,1984,Technical Factors
5-Dec-84,Private Prive,Rockwell Grand Commander 690,"Atlantic Ocean, All World",2,2,0,0,2,2,Delivery,Flight,Africa,1984,Unknown Reasons
23-Jun-85,AIR INDIA,Boeing 747-200,"Atlantic Ocean, All World",22,22,307,307,329,329,Scheduled Revenue Flight,Flight,Europe,1985,Crashing The Other Objects
25-Mar-86,INDIAN Air Force,Antonov AN-32,"Oman Sea, All World",3,3,4,4,7,7,Delivery,Flight,Asia,1986,Disappeared Without Trace
10-Apr-86,AEROFLOTRussian Airlines,PZL-Mielec AN-2,"Arctic, All World",5,0,4,0,9,0,Geographical / Geophysical / Scientific,Landing,Antartica,1986,Human Errors
17-Dec-86,Latin Air Services,Casa 212 Aviocar,"Caribbean Sea, All World",3,0,0,0,3,0,Cargo,Flight,North America,1986,Human Errors
23-Dec-86,West Coast Air Cargo,Douglas C-54 Skymaster,"Pacific Ocean, All World",2,0,0,0,2,0,Training,Flight,North America,1986,Technical Factors
28-Nov-87,SOUTH AFRICAN AIRWAYS,Boeing 747-200,"Indian Ocean, All World",19,19,140,140,159,159,Scheduled Revenue Flight,Flight,Africa,1987,Technical Factors
29-Nov-87,KOREAN AIR,Boeing 707,"Andaman Sea, All World",11,11,104,104,115,115,Scheduled Revenue Flight,Flight,Asia,1987,Conflict Factors
7-Feb-88,Crown Aviation Services,Beechcraft 88 Queen Air,"Caribbean Sea, All World",1,1,1,1,2,2,Charter / Taxi,Flight,South America,1988,Disappeared Without Trace
25-Feb-88,Arab Airways,Xian H-6,"Persian Gulf, All World",6,6,0,0,6,6,Bombing,Flight,Asia,1988,Conflict Factors
12-Jul-88,United States NAVY,Rockwell T-39 Sabreliner,"Spratly Islands, All World",4,0,0,0,4,0,Military,Flight,Asia,1988,Technical Factors
9-Dec-88,Sunny Moon Association,Mitsubishi MU-2 Marquise,"Pacific Ocean, All World",1,1,0,0,1,1,Delivery,Flight,Asia,1988,Poor Weather
14-Feb-89,Southern Cross Aviation,Piper PA-31-350 Navajo Chieftain,"Pacific Ocean, All World",1,0,0,0,1,0,Ferry,Flight,Australia & Oceania,1989,Technical Factors
11-Sep-90,JauceU,Boeing 727-200,"Atlantic Ocean, All World",6,6,10,10,16,16,Delivery,Flight,North America,1990,Technical Factors
11-Oct-90,Alaska Helicopters,Rockwell Gulfstream 690C Jetprop 840,"Arctic, All World",1,1,2,2,3,3,Survey / Patrol / Reconnaissance,Flight,Antartica,1990,Unknown Reasons
21-Mar-91,United States NAVY,Lockheed P-3 Orion,"Pacific Ocean, All World",13,13,0,0,13,13,Survey / Patrol / Reconnaissance,Flight,North America,1991,Crashing The Other Objects
21-Mar-91,United States NAVY,Lockheed P-3 Orion,"Pacific Ocean, All World",14,14,0,0,14,14,Survey / Patrol / Reconnaissance,Flight,North America,1991,Crashing The Other Objects
16-Jun-91,Evan Boddy & Elliott Hutchinson,Rockwell Aero Commander 685,"Atlantic Ocean, All World",2,2,0,0,2,2,Private,Flight,Unknown,1991,Disappeared Without Trace
18-Jun-91,Pacific Flying Fish,Grumman G-64 Albatross,"Pacific Ocean, All World",2,0,1,0,3,0,Ferry,Flight,North America,1991,Technical Factors
4-Aug-91,Palm Beach Aviation,Rockwell Aero Commander 500,"Atlantic Ocean, All World",1,0,3,0,4,0,Charter / Taxi,Flight,North America,1991,Technical Factors
1-May-92,Private Prive,Cessna 303 Crusader,"The Channel, All World",1,0,1,0,2,0,Private,Flight,Europe,1992,Technical Factors
31-Jul-92,United States NAVY,Grumman E-2C Hawkeye,"Atlantic Ocean, All World",5,5,0,0,5,5,Training,Flight,North America,1992,Unknown Reasons
28-Aug-92,BM POCCNN,Alekseev A-90 Orlyonok ,"Caspian Sea, All World",0,0,0,0,0,0,Test,Takeoff,Asia,1992,Unknown Reasons
18-Sep-92,AEROEJECUTIVOS,Douglas C-118 Liftmaster,"Caribbean Sea, All World",3,3,0,0,3,3,Cargo,Flight,South America,1992,Poor Weather
25-Mar-93,United States NAVY,Grumman E-2C Hawkeye,"Ionian Sea, All World",5,5,0,0,5,5,Survey / Patrol / Reconnaissance,Flight,Europe,1993,Unknown Reasons
15-Jan-94,The Catalina Company,Consolidated PBY-5A Catalina,"Pacific Ocean, All World",1,0,7,0,8,0,Private,Flight,Asia,1994,Unknown Reasons
7-May-94,Martin L.Adren,Piper PA-46 Malibu Meridian (Malibu Mirage),"Gulf of Mexico, All World",1,0,3,0,4,0,Private,Flight,North America,1994,Technical Factors
2-Oct-94,Seaview Air,Rockwell Grand Commander 690,"Pacific Ocean, All World",1,1,8,8,9,9,Scheduled Revenue Flight,Flight,Australia & Oceania,1994,Unknown Reasons
2-Dec-94,Southern Cross Aviation,Britten-Norman Islander,"Pacific Ocean, All World",1,0,0,0,1,0,Ferry,Flight,Australia & Oceania,1994,Unknown Reasons
16-Mar-95,Great Barrier Airlines Ltd,De Havilland DHC-6 Twin Otter,"Pacific Ocean, All World",3,0,0,0,3,0,Delivery,Flight,North America,1995,Unknown Reasons
18-Apr-95,Pacific Island Aviation - PIA,Cessna 402,"Pacific Ocean, All World",1,1,0,0,1,1,Positioning,Flight,Australia & Oceania,1995,Unknown Reasons
16-Aug-95,Caribbean Food & Produce,Beechcraft 65 Queen Air,"Caribbean Sea, All World",1,0,0,0,1,0,Private,Flight,North America,1995,Unknown Reasons
17-Feb-96,Roger Dunbar,Piper PA-61 Aerostar (Ted Smith 601),"Atlantic Ocean, All World",1,1,0,0,1,1,Private,Flight,North America,1996,Unknown Reasons
25-Mar-96,United States NAVY,Beechcraft T-44A Pegasus,"Gulf of Mexico, All World",3,3,0,0,3,3,Training,Flight,North America,1996,Unknown Reasons
2-May-96,Domtrav Airways,Rockwell Aero Commander 500,"Caribbean Sea, All World",1,1,2,2,3,3,Charter / Taxi,Flight,North America,1996,Unknown Reasons
22-Nov-96,United States Air Force,Lockheed C-130 Hercules,"Pacific Ocean, All World",11,10,0,0,11,10,Military,Flight,North America,1996,Unknown Reasons
12-Apr-97,CORPORATE AIR,De Havilland DHC-6 Twin Otter,"Pacific Ocean, All World",1,0,0,0,1,0,Delivery,Flight,North America,1997,Unknown Reasons
24-Jul-97,M. R. Aircraft Sales & Rental,Beechcraft 65 Queen Air,"Atlantic Ocean, All World",2,0,3,0,5,0,Private,Flight,Unknown,1997,Unknown Reasons
13-Sep-97,Luftwaffe,Tupolev TU-154,"Atlantic Ocean, All World",10,10,14,14,24,24,Military,Flight,Africa,1997,Crashing The Other Objects
13-Sep-97,United States Air Force,Lockheed C-141 Starlifter,"Atlantic Ocean, All World",9,9,0,0,9,9,Military,Flight,Africa,1997,Crashing The Other Objects
9-Apr-98,Private Prive,Rockwell Grand Commander 680,"Atlantic Ocean, All World",1,1,0,0,1,1,Ferry,Flight,North America,1998,Unknown Reasons
31-Oct-99,EGYPTAIR,Boeing 767-300,"Atlantic Ocean, All World",15,15,202,202,217,217,Scheduled Revenue Flight,Flight,Unknown,1999,Human Errors
9-May-00,Servicio Aereo Ejecutivo,Cessna 401,"Pacific Ocean, All World",2,2,0,0,2,2,Positioning,Flight,South America,2000,Unknown Reasons
15-May-00,Greatland Resource,PZL-Mielec AN-2,"Arctic, All World",2,0,3,0,5,0,Private,Landing,Antartica,2000,Unknown Reasons
23-May-00,Calico Ventures,Beechcraft 200 Super King Air,"Pacific Ocean, All World",1,0,0,0,1,0,Private,Flight,North America,2000,Unknown Reasons
19-Sep-00,CUBANA,Antonov AN-2,"Gulf of Mexico, All World",1,0,9,1,10,1,Private,Flight,North America,2000,Technical Factors
4-Oct-01,Siberia airlines,Tupolev TU-154,"Black Sea, All World",12,12,66,66,78,78,Scheduled Revenue Flight,Flight,Europe,2001,Unknown Reasons
26-Dec-03,PACIFIC AEROSPACE LTD,PAC 750XL - Pacific Aerospace Corporation,"Pacific Ocean, All World",1,1,0,0,1,1,Delivery,Flight,North America,2003,Technical Factors
15-Aug-07,United States NAVY,Grumman E-2C Hawkeye,"Atlantic Ocean, All World",3,3,0,0,3,3,Training,Takeoff,North America,2007,Unknown Reasons
8-Jul-09,Q4 Aviation,Cessna 421C Golden Eagle III ,"Gulf of Mexico, All World",1,1,4,4,5,5,Charter / Taxi,Flight,North America,2009,Poor Weather
31-Mar-10,United States NAVY,Grumman E-2C Hawkeye,"Indian Ocean, All World",4,1,0,0,4,1,Survey / Patrol / Reconnaissance,Flight,Asia,2010,Technical Factors
19-Apr-12,Lee H Aviation,Cessna 421C Golden Eagle III,"Gulf of Mexico, All World",1,1,0,0,1,1,Private,Flight,North America,2012,Human Errors
8-Mar-14,E-Malaysia AIRLINES,Boeing 777-200,"Indian Ocean, All World",12,12,227,227,239,239,Scheduled Revenue Flight,Flight,Asia,2014,Disappeared Without Trace
16-May-15,KLAIPEDOS AVIALINILOS,PZL-Mielec AN-2,"Baltic Sea, All World",2,2,0,0,2,2,Delivery,Flight,Europe,2015,Unknown Reasons
5-Sep-15,SENEGAL AIR,BAe125,"Atlantic Ocean, All World",3,3,4,4,7,7,Ambulance,Flight,Africa,2015,Crashing The Other Objects
19-May-16,EGYPT AIR,Airbus A320,"Mediterranean Sea, All World",10,10,56,56,66,66,Scheduled Revenue Flight,Flight,Africa,2016,Unknown Reasons
22-Jul-16,INDIAN Air Force,Antonov AN-32,"Bay of Bengal, All World",6,6,23,23,29,29,Military,Flight,Asia,2016,Human Errors
7-Jun-17,MYANMAR Air Force,Shaanxi Y-8,"Andaman Sea, All World",14,14,108,108,122,122,Military,Flight,Asia,2017,Unknown Reasons
22-Nov-17,United States NAVY,Grumman C-2A Greyhound,"Philippines Sea, All World",2,0,9,3,11,3,Military,Landing,Asia,2017,Human Errors
25-Aug-18,Stargazer Aero,Grumman G-64 Albatross,"Atlantic Ocean, All World",5,0,0,0,5,0,Survey / Patrol / Reconnaissance,Takeoff,North America,2018,Crashing The Other Objects
27-Sep-18,CGG,Cessna 208B Grand Caravan,"Pacific Ocean, All World",1,1,0,0,1,1,Ferry,Flight,Asia,2018,Unknown Reasons
25-Oct-18,Bulldog Flying Club,Piper PA-31 Cheyenne,"Atlantic Ocean, All World",2,2,3,3,5,5,Private,Flight,North America,2018,Unknown Reasons
6-Dec-18,USMC,Lockheed C-130 Hercules,"Pacific Ocean, All World",5,5,0,0,5,5,Refuelling,Flight,Asia,2018,Crashing The Other Objects
24-May-19,Hypo Consulting,Cessna 560 Citation Encore,"Atlantic Ocean, All World",1,1,0,0,1,1,Private,Flight,North America,2019,Unknown Reasons
9-Dec-19,FUERZA AEREA DE CHILE,Lockheed C-130 Hercules,"Drake Passage, All World",17,17,21,21,38,38,Military,Flight,Antartica,2019,Unknown Reasons
6-Nov-20,Private Prive,Pilatus PC-12,"Pacific Ocean, All World",2,0,0,0,2,0,Delivery,Flight,North America,2020,Technical Factors
